estilo_link,nome,estilo_texto,qnt,Field4,Page_URL,Page_Title,Current_Time
Não Informada,"Rosa Amarela
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rosa-amarela,Rosa Amarela - cifras e tablaturas | CIFRAS,2021-07-26 16:24:10.343
Não Informada,"Diablo Fuck Show
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diablo-fuck-show,Diablo Fuck Show - cifras e tablaturas | CIFRAS,2021-07-26 16:24:11.110
Não Informada,"Doral
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doral,Doral - cifras e tablaturas | CIFRAS,2021-07-26 16:24:12.408
Não Informada,"Doral
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doral,Doral - cifras e tablaturas | CIFRAS,2021-07-26 16:24:12.563
Não Informada,"Doral
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doral,Doral - cifras e tablaturas | CIFRAS,2021-07-26 16:24:12.158
Não Informada,"Peter Nagy
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-nagy,Peter Nagy - cifras e tablaturas | CIFRAS,2021-07-26 16:24:13.099
Não Informada,"Diablo Fuck Show
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/diablo-fuck-show,Diablo Fuck Show - cifras e tablaturas | CIFRAS,2021-07-26 16:24:12.094
Católicas,"Rosa de Saron
			","
			Católicas 
			
			
				174 músicas
			
			","
				174 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/170/16964,226116.png",https://www.cifras.com.br/rosa-de-saron,Rosa de Saron - cifras e tablaturas | CIFRAS,2021-07-26 16:24:13.820
Rock Alternativo,"Peter Nalitch
			","
			Rock Alternativo 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-nalitch,Peter Nalitch - cifras e tablaturas | CIFRAS,2021-07-26 16:24:15.302
Pop Rock,"Roberto Silvestre
			","
			Pop Rock 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roberto-silvestre,Roberto Silvestre - cifras e tablaturas | CIFRAS,2021-07-26 16:24:15.437
Rock Alternativo,"Peter Nalitch
			","
			Rock Alternativo 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-nalitch,Peter Nalitch - cifras e tablaturas | CIFRAS,2021-07-26 16:24:15.718
Rock Alternativo,"Peter Nalitch
			","
			Rock Alternativo 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-nalitch,Peter Nalitch - cifras e tablaturas | CIFRAS,2021-07-26 16:24:15.654
,,,,,https://www.cifras.com.br/dogwood-and-holly,https://www.cifras.com.br/dogwood-and-holly,2021-07-26 16:24:16.145
Pop Rock,"Roberto Silvestre
			","
			Pop Rock 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roberto-silvestre,Roberto Silvestre - cifras e tablaturas | CIFRAS,2021-07-26 16:24:15.815
Forró,"Forró Saborear
			","
			Forró 
			
			
				13 músicas
			
			","
				13 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/173/17225,26876.jpg",https://www.cifras.com.br/forro-saborear,Forró Saborear - cifras e tablaturas | CIFRAS,2021-07-26 16:24:16.542
Não Informada,"Dolores 602
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dolores-602,Dolores 602 - cifras e tablaturas | CIFRAS,2021-07-26 16:24:18.471
Country,"Horse Stories
			","
			Country 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/661/66061,195971.jpg",https://www.cifras.com.br/horse-stories,Horse Stories - cifras e tablaturas | CIFRAS,2021-07-26 16:24:19.444
,,,,,https://www.cifras.com.br/domenico-modugno,https://www.cifras.com.br/domenico-modugno,2021-07-26 16:24:18.744
Pop Music,"Yves Larock
			","
			Pop Music 
			
			
				2 músicas
			
			","
				2 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/314/31340,96495.jpg",https://www.cifras.com.br/yves-larock,Yves Larock - cifras e tablaturas | CIFRAS,2021-07-26 16:24:21.468
Não Informada,"Annika Herlitz
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/annika-herlitz,Annika Herlitz - cifras e tablaturas | CIFRAS,2021-07-26 16:24:24.240
Não Informada,"Orden Ogan
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/orden-ogan,Orden Ogan - cifras e tablaturas | CIFRAS,2021-07-26 16:24:26.269
Não Informada,,,,,https://www.cifras.com.br/curtis-mayfield,Curtis Mayfield - cifras e tablaturas | CIFRAS,2021-07-26 16:24:27.564
Não Informada,"Curly Heads
			","
			Não Informada 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/curly-heads,Curly Heads - cifras e tablaturas | CIFRAS,2021-07-26 16:24:26.677
Não Informada,"Orden Ogan
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/orden-ogan,Orden Ogan - cifras e tablaturas | CIFRAS,2021-07-26 16:24:27.531
Não Informada,"Peter Plate
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-plate,Peter Plate - cifras e tablaturas | CIFRAS,2021-07-26 16:24:29.705
Não Informada,"Peter Plate
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",,https://www.cifras.com.br/peter-punk,Peter Punk - cifras e tablaturas | CIFRAS,2021-07-26 16:24:30.736
Não Informada,"Orenda Fink
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/orenda-fink,Orenda Fink - cifras e tablaturas | CIFRAS,2021-07-26 16:24:31.489
Não Informada,"Querido Pai
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/querido-pai,Querido Pai - cifras e tablaturas | CIFRAS,2021-07-26 16:24:33.130
Oldies,"Peter Seeger
			","
			Oldies 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/peter-seeger,Peter Seeger - cifras e tablaturas | CIFRAS,2021-07-26 16:24:33.264
,,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/querubins-do-templo,Querubins do Templo - cifras e tablaturas | CIFRAS,2021-07-26 16:24:34.381
Não Informada,"Querido Pai
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/querido-pai,Querido Pai - cifras e tablaturas | CIFRAS,2021-07-26 16:24:33.781
Não Informada,"Dogs Die In Hot Cars
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/270/26972,181609.jpg",https://www.cifras.com.br/dogs-die-in-hot-cars,Dogs Die In Hot Cars - cifras e tablaturas | CIFRAS,2021-07-26 16:24:35.907
Não Informada,"Forrozão Zé De Freitas
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forrozao-ze-de-freitas,Forrozão Zé De Freitas - cifras e tablaturas | CIFRAS,2021-07-26 16:24:36.933
Não Informada,"Rode Torres
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rode-torres,Rode Torres - cifras e tablaturas | CIFRAS,2021-07-26 16:24:37.683
Não Informada,,,,,https://www.cifras.com.br/sinch,Sinch - cifras e tablaturas | CIFRAS,2021-07-26 16:24:38.366
Não Informada,"Dok7
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dok7,Dok7 - cifras e tablaturas | CIFRAS,2021-07-26 16:24:39.003
Não Informada,,,,https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dom-m,Dom M - cifras e tablaturas | CIFRAS,2021-07-26 16:24:39.690
Samba e Pagode,"Dominguinhos do Estácio
			","
			Samba e Pagode 
			
			
				8 músicas
			
			","
				8 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/624/62347,172449.jpg",https://www.cifras.com.br/dominguinhos-do-estacio,Dominguinhos do Estácio - cifras e tablaturas | CIFRAS,2021-07-26 16:24:42.424
Não Informada,"Phil Hamilton
			","
			Não Informada 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/phil-hamilton,Phil Hamilton - cifras e tablaturas | CIFRAS,2021-07-26 16:24:42.727
Não Informada,"Forthangel
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/forthangel,Forthangel - cifras e tablaturas | CIFRAS,2021-07-26 16:24:42.600
Samba e Pagode,,,,,https://www.cifras.com.br/dominique-a,Dominique A - cifras e tablaturas | CIFRAS,2021-07-26 16:24:43.029
Não Informada,,"
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/doug-beiden,Doug Beiden - cifras e tablaturas | CIFRAS,2021-07-26 16:24:43.564
Brasil,"Yuri Pavan
			","
			Brasil 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-pavan,Yuri Pavan - cifras e tablaturas | CIFRAS,2021-07-26 16:24:46.501
Latinas,"Antiestatika
			","
			Latinas 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/antiestatika,Antiestatika - cifras e tablaturas | CIFRAS,2021-07-26 16:24:46.894
Brasil,"Yuri Pavan
			","
			Brasil 
			
			
				5 músicas
			
			","
				5 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-pavan,Yuri Pavan - cifras e tablaturas | CIFRAS,2021-07-26 16:24:47.198
Pop Music,"Yuzo Kayama
			","
			Pop Music 
			
			
				3 músicas
			
			","
				3 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/339/33839,132997.jpg",https://www.cifras.com.br/yuzo-kayama,Yuzo Kayama - cifras e tablaturas | CIFRAS,2021-07-26 16:24:49.557
Rock Alternativo,"Rock Rocket
			","
			Rock Alternativo 
			
			
				12 músicas
			
			","
				12 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/198/19721,24474.jpeg",https://www.cifras.com.br/rock-rocket,Rock Rocket - cifras e tablaturas | CIFRAS,2021-07-26 16:24:51.257
Pop Music,"Yuzo Kayama
			",,"
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/annie-lou,Annie Lou - cifras e tablaturas | CIFRAS,2021-07-26 16:24:51.186
,,,,,https://www.cifras.com.br/rockbrothers,RockBrothers - cifras e tablaturas | CIFRAS,2021-07-26 16:24:51.805
Rock'n Roll,"Fuzzcas
			","
			Rock'n Roll 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/fuzzcas,Fuzzcas - cifras e tablaturas | CIFRAS,2021-07-26 16:24:53.119
Australiano,"Rocket Science
			","
			Australiano 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rocket-science,Rocket Science - cifras e tablaturas | CIFRAS,2021-07-26 16:24:54.179
Australiano,,"
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/roco,RoCo - cifras e tablaturas | CIFRAS,2021-07-26 16:24:55.393
Não Informada,"Curió e Canarinho
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/curio-e-canarinho,Curió e Canarinho - cifras e tablaturas | CIFRAS,2021-07-26 16:24:56.248
Gospel,"Curious Fools
			","
			Gospel 
			
			
				2 músicas
			
			","
				2 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/curious-fools,Curious Fools - cifras e tablaturas | CIFRAS,2021-07-26 16:24:59.589
Gospel,,,,,https://www.cifras.com.br/robert-wadsworth-lowry,https://www.cifras.com.br/robert-wadsworth-lowry,2021-07-26 16:25:00.246
Não Informada,"Rodgers and Hammerstein
			","
			Não Informada 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/rodgers-and-hammerstein,Rodgers and Hammerstein - cifras e tablaturas | CIFRAS,2021-07-26 16:25:00.225
Não Informada,"Rodgers and Hammerstein
			",,"
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/since-4-days,Since 4 Days - cifras e tablaturas | CIFRAS,2021-07-26 16:25:01.491
Não Informada,"Customs
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/customs,Customs - cifras e tablaturas | CIFRAS,2021-07-26 16:25:04.512
Não Informada,"Phaphirô
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/phaphiro,Phaphirô - cifras e tablaturas | CIFRAS,2021-07-26 16:25:04.558
Não Informada,"Dover
			","
			Não Informada 
			
			
				10 músicas
			
			","
				10 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/57/5645,157412.jpg",https://www.cifras.com.br/dover,Dover - cifras e tablaturas | CIFRAS,2021-07-26 16:25:07.173
Não Informada,"Dover
			","
			Não Informada 
			
			
				10 músicas
			
			","
				10 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/57/5645,157412.jpg",https://www.cifras.com.br/dover,Dover - cifras e tablaturas | CIFRAS,2021-07-26 16:25:06.589
Não Informada,"Dos Mujeres
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/dos-mujeres,Dos Mujeres - cifras e tablaturas | CIFRAS,2021-07-26 16:25:08.397
Não Informada,"Dos Mujeres
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",,https://www.cifras.com.br/anticraisis-consort,Anticraisis Consort - cifras e tablaturas | CIFRAS,2021-07-26 16:25:09.279
Não Informada,"Cymbals Eat Guitars
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/cymbals-eat-guitars,Cymbals Eat Guitars - cifras e tablaturas | CIFRAS,2021-07-26 16:25:10.103
Não Informada,,,,,https://www.cifras.com.br/roberta-kelly-and-celine-dion,Roberta Kelly and Celine Dion - cifras e tablaturas | CIFRAS,2021-07-26 16:25:10.983
Não Informada,"Anton Koch
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anton-koch,Anton Koch - cifras e tablaturas | CIFRAS,2021-07-26 16:25:13.463
Punk Rock,"Dogwood
			","
			Punk Rock 
			
			
				10 músicas
			
			","
				10 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/134/13390,16140.jpg",https://www.cifras.com.br/dogwood,Dogwood - cifras e tablaturas | CIFRAS,2021-07-26 16:25:13.084
Não Informada,"Anton Koch
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anton-koch,Anton Koch - cifras e tablaturas | CIFRAS,2021-07-26 16:25:14.007
Não Informada,"Dolly
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/134/13393,201168.jpg",https://www.cifras.com.br/dolly,Dolly - cifras e tablaturas | CIFRAS,2021-07-26 16:25:15.845
Não Informada,"Dolly
			","
			Não Informada 
			
			
				3 músicas
			
			","
				3 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/134/13393,201168.jpg",https://www.cifras.com.br/dolly,Dolly - cifras e tablaturas | CIFRAS,2021-07-26 16:25:16.151
Não Informada,"Anton Vosmoy
			","
			Não Informada 
			
			
				1 músicas
			
			","
				1 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/anton-vosmoy,Anton Vosmoy - cifras e tablaturas | CIFRAS,2021-07-26 16:25:17.824
Rock Clássico,"Dolores O'Riordan
			","
			Rock Clássico 
			
			
				9 músicas
			
			","
				9 músicas
			","https://www.letras.com.br/arquivos/fotos/artistas/thumb1/309/30829,4285.jpg",https://www.cifras.com.br/dolores-oriordan,Dolores O'Riordan - cifras e tablaturas | CIFRAS,2021-07-26 16:25:18.565
Rock Clássico,,,,,https://www.cifras.com.br/dom-vinheta,Dom Vinheta - cifras e tablaturas | CIFRAS,2021-07-26 16:25:19.354
Gospel,"Yuri Mota
			","
			Gospel 
			
			
				4 músicas
			
			","
				4 músicas
			",https://www.cifras.com.br/images/artist_no_photo.png,https://www.cifras.com.br/yuri-mota,Yuri Mota - cifras e tablaturas | CIFRAS,2021-07-26 16:25:20.712
